Dest_name	Prefix	Day	Evening	Weekend	Effective_Date
Philippines Philcom	6384197	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6384370	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6384371	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6384372	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6384373	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6384374	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6384376	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6384400	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6384822	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6384823	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6384824	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6384829	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6384830	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6384831	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6385360	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6385361	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6385362	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6385363	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6385364	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6385815	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6385816	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6385817	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6385818	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6385819	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6385830	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6385831	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6385839	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6385840	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6386365	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6386826	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6386827	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6386828	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6386829	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6386840	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6386841	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6386842	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6386843	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6386844	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6386845	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6386846	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6386847	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6386848	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6386849	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6386853	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6387808	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6387809	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6387811	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6388197	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	63882271	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	63882272	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	63882273	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	63882274	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	63882275	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	63882276	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6388350	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6388354	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6388355	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6388356	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6388357	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6388358	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6388359	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	63884277	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6388813	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6388814	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6388828	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6388829	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6388830	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6388850	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6388851	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6388852	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6388853	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6388854	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6388855	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6388856	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6388857	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6388858	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6388859	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6388861	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6388862	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6388863	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Philcom	6388890	0.107900	0.107900	0.107900	Jun  1 2009
Philippines Pldt	63223	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632241	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632242	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632243	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632244	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632245	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632247	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632251	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632252	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632253	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632254	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632255	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632256	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632257	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632258	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632259	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	63227	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632281	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632282	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632283	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632285	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632287	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632288	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632291	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632292	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632293	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632294	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632330	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632331	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632333	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632334	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	63235	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	63236	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	63237	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632400	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632404	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632405	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632421	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632422	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632423	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632425	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632426	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632441	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632451	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632452	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632457	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632458	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632459	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	63246	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	63247	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	63251	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632521	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632522	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632523	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632524	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632525	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632526	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632527	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632528	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632530	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632531	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632532	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632533	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632534	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632535	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632536	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	63254	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	63255	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	63256	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	63257	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	63258	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	63260	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	63262	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632631	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632632	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632633	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632634	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632635	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632636	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632637	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632638	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632640	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632641	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632642	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632643	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632645	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632646	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632647	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	63265	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632660	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632661	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632662	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632663	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632664	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632667	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632668	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632669	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632670	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632671	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632672	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	63268	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632692	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632695	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632696	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632697	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	63270	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632710	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632711	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632712	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632713	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632714	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632715	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632716	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632721	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632722	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632723	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632724	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632725	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632726	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632727	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632731	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632732	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632733	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632734	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632735	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632736	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632737	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632740	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632741	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632742	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632743	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632749	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	63277	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	63278	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632790	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	6328	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632911	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632912	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632913	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	63292	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632930	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632931	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632932	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632935	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632936	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632937	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632938	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632939	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632941	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632942	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632947	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632948	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632951	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632952	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632953	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632961	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632962	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	632967	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	63298	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	63299	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	63321	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	6332200	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	633223	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	633225	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	633226	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	633227	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	63323	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	63325	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	63331	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	633323	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	633331	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	633332	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	633333	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	6333351	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	6333361	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	6333362	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	6333389	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	633339	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	63338	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	633414	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	6334198	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	63342	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	633431	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	633434	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	633437	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	633438	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	633439	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	63344	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	633495	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	63351	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	633522	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	633523	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	63353	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	63355	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	63359	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	63361	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	633626	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	633627	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	633628	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	63363	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	63366	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	63381	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	633823	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	63383	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	63384	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	6342198	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	634223	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	634230	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	6342314	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	6342315	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	6342316	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	6342317	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	6342318	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	6342319	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	634233	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	634234	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	634237	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	634239	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	634250	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	634252	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	634253	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	634254	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	634256	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	634258	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	634271	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	634272	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	634275	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	634278	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	634279	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	634281	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	63431	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	6343208	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	6343209	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	6343210	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	6343211	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	6343214	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	6343215	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	6343216	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	634322	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	634328	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	634329	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	63435	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	634370	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	634372	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	634374	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	634375	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	634377	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	634378	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	63441	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	634421	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	634422	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	634423	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	634424	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	634425	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	634427	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	634428	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	634445	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	6344463	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	6344464	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	6344486	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	634468	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	634476	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	634479	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	634480	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	634481	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	634483	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	634488	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	634489	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	634490	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	634491	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	634492	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	634493	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	634494	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	634495	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	6344961	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	6344964	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	6344965	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	6344966	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	6344967	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	6344968	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	634497	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	63451	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	63453	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	63454	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	63455	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	63456	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	634590	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	6345923	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	6345925	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	634593	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	6345961	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	6345962	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	6345963	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	6345966	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	634597	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	6345982	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	6345983	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	6345985	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	63461	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	63464	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	63466	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	63471	0.108300	0.108300	0.108300	Dec  7 2009
Philippines Pldt	634722	0.108300	0.108300	0.108300	Dec  7 2009
